subdivision,date,value
Extraction of crude petroleum and natural gas,2025-04,82054.8
Manufacture of basic metals,2025-04,24655.7
Manufacture of beverages,2025-04,107889.9
Manufacture of chemicals and chemical products,2025-04,32890.0
Manufacture of coke and refined petroleum products,2025-04,3121.1
Manufacture of dairy products,2025-04,45060.5
"Manufacture of fabricated metal products, except machinery and equipment",2025-04,1274.3
Manufacture of food products,2025-04,175313.8
Manufacture of furniture,2025-04,1918.6
"Manufacture of grain mill products, starches and starch products",2025-04,22714.1
Manufacture of leather and related products,2025-04,5192.9
Manufacture of other food products,2025-04,55953.4
Manufacture of other non-metallic mineral products,2025-04,66454.2
Manufacture of other transport equipment,2025-04,839.8
Manufacture of paper and paper products,2025-04,8186.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-04,9954.1
Manufacture of rubber and plastics products,2025-04,10301.3
Manufacture of textiles,2025-04,20503.4
Manufacture of tobacco products,2025-04,2414.7
Manufacture of wearing apparel,2025-04,16331.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-04,1916.7
Manufacturing,2025-04,519050.5
Mining and quarrying,2025-04,3246276.0
Mining of coal and lignite,2025-04,1482882.1
Mining of metal ores,2025-04,1606870.4
Mining support service activities,2025-04,35970.4
Other manufacturing,2025-04,25439.8
Other mining and quarrying,2025-04,38498.3
Printing and reproduction of recorded media,2025-04,4452.6
Processing and preserving of fruit and vegetables,2025-04,5590.5
Processing and preserving of meat,2025-04,45995.3
Remediation activities and other waste management services,2025-04,125.8
Total,2025-04,4017367.2
"Waste collection, treatment and disposal activities; materials recovery",2025-04,8789.5
"Water collection, treatment and supply",2025-04,16721.0
"Water supply; sewerage, waste management and remediation activities",2025-04,25636.3
"Electricity, gas, steam and air conditioning supply",2025-05,203405.2
"Electricity, gas, steam and air conditioning supply",2025-05,203405.2
Extraction of crude petroleum and natural gas,2025-05,83856.3
Manufacture of basic metals,2025-05,26502.7
Manufacture of beverages,2025-05,130008.8
Manufacture of chemicals and chemical products,2025-05,34871.3
Manufacture of coke and refined petroleum products,2025-05,0.0
Manufacture of dairy products,2025-05,35319.2
"Manufacture of fabricated metal products, except machinery and equipment",2025-05,3680.5
Manufacture of food products,2025-05,201505.6
Manufacture of furniture,2025-05,1737.4
"Manufacture of grain mill products, starches and starch products",2025-05,33866.6
Manufacture of leather and related products,2025-05,5780.8
Manufacture of other food products,2025-05,62510.3
Manufacture of other non-metallic mineral products,2025-05,98432.3
Manufacture of other transport equipment,2025-05,705.3
Manufacture of paper and paper products,2025-05,7892.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-05,10002.2
Manufacture of rubber and plastics products,2025-05,12274.2
Manufacture of textiles,2025-05,59860.6
Manufacture of tobacco products,2025-05,2236.5
Manufacture of wearing apparel,2025-05,22668.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-05,810.5
Manufacturing,2025-05,664165.5
Mining and quarrying,2025-05,3564331.8
Mining of coal and lignite,2025-05,1529465.7
Mining of metal ores,2025-05,1869091.3
Mining support service activities,2025-05,36499.7
Other manufacturing,2025-05,39765.8
Other mining and quarrying,2025-05,45418.8
Printing and reproduction of recorded media,2025-05,5431.0
Processing and preserving of fruit and vegetables,2025-05,2654.3
Processing and preserving of meat,2025-05,67155.3
Remediation activities and other waste management services,2025-05,69.0
Total,2025-05,4458207.4
"Waste collection, treatment and disposal activities; materials recovery",2025-05,9425.2
"Water collection, treatment and supply",2025-05,16810.8
"Water supply; sewerage, waste management and remediation activities",2025-05,26305.0
"Electricity, gas, steam and air conditioning supply",2025-06,165641.6
"Electricity, gas, steam and air conditioning supply",2025-06,165641.6
Extraction of crude petroleum and natural gas,2025-06,83795.8
Manufacture of basic metals,2025-06,25428.9
Manufacture of beverages,2025-06,119366.9
Manufacture of chemicals and chemical products,2025-06,29576.2
Manufacture of coke and refined petroleum products,2025-06,0.0
Manufacture of dairy products,2025-06,38282.8
"Manufacture of fabricated metal products, except machinery and equipment",2025-06,4151.0
Manufacture of food products,2025-06,225497.8
Manufacture of furniture,2025-06,2355.8
"Manufacture of grain mill products, starches and starch products",2025-06,36101.0
Manufacture of leather and related products,2025-06,6227.4
Manufacture of other food products,2025-06,60258.5
Manufacture of other non-metallic mineral products,2025-06,108660.6
Manufacture of other transport equipment,2025-06,417.4
Manufacture of paper and paper products,2025-06,8953.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-06,10004.1
Manufacture of rubber and plastics products,2025-06,14827.7
Manufacture of textiles,2025-06,135431.8
Manufacture of tobacco products,2025-06,2254.5
Manufacture of wearing apparel,2025-06,23637.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-06,2971.5
Manufacturing,2025-06,750225.6
Mining and quarrying,2025-06,2916711.3
Mining of coal and lignite,2025-06,953999.8
Mining of metal ores,2025-06,1821833.5
Mining support service activities,2025-06,13546.2
Other manufacturing,2025-06,24795.9
Other mining and quarrying,2025-06,43535.9
Printing and reproduction of recorded media,2025-06,5666.5
Processing and preserving of fruit and vegetables,2025-06,3533.9
Processing and preserving of meat,2025-06,87323.4
Remediation activities and other waste management services,2025-06,49.6
Total,2025-06,3856777.2
"Waste collection, treatment and disposal activities; materials recovery",2025-06,8327.0
"Water collection, treatment and supply",2025-06,15822.0
"Water supply; sewerage, waste management and remediation activities",2025-06,24198.6
"Electricity, gas, steam and air conditioning supply",2025-07,158434.2
"Electricity, gas, steam and air conditioning supply",2025-07,158434.2
Extraction of crude petroleum and natural gas,2025-07,82991.9
Manufacture of basic metals,2025-07,9795.7
Manufacture of beverages,2025-07,107890.3
Manufacture of chemicals and chemical products,2025-07,22465.8
Manufacture of coke and refined petroleum products,2025-07,1616.5
Manufacture of dairy products,2025-07,38126.5
"Manufacture of fabricated metal products, except machinery and equipment",2025-07,860.7
Manufacture of food products,2025-07,174509.0
Manufacture of furniture,2025-07,1435.8
"Manufacture of grain mill products, starches and starch products",2025-07,18670.1
Manufacture of leather and related products,2025-07,2978.8
Manufacture of other food products,2025-07,52481.4
Manufacture of other non-metallic mineral products,2025-07,102572.1
Manufacture of other transport equipment,2025-07,619.3
Manufacture of paper and paper products,2025-07,6960.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-07,2915.8
Manufacture of rubber and plastics products,2025-07,12614.3
Manufacture of textiles,2025-07,121438.6
Manufacture of tobacco products,2025-07,2384.2
Manufacture of wearing apparel,2025-07,20314.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-07,1494.6
Manufacturing,2025-07,623014.0
Mining and quarrying,2025-07,3559925.9
Mining of coal and lignite,2025-07,1210656.5
Mining of metal ores,2025-07,2184988.3
Mining support service activities,2025-07,32907.7
Other manufacturing,2025-07,25248.5
Other mining and quarrying,2025-07,48381.6
Printing and reproduction of recorded media,2025-07,4899.3
Processing and preserving of fruit and vegetables,2025-07,3007.9
Processing and preserving of meat,2025-07,62223.0
Remediation activities and other waste management services,2025-07,270.1
Total,2025-07,4363733.3
"Waste collection, treatment and disposal activities; materials recovery",2025-07,8193.9
"Water collection, treatment and supply",2025-07,13895.3
"Water supply; sewerage, waste management and remediation activities",2025-07,22359.2
"Electricity, gas, steam and air conditioning supply",2025-08,165525.7
"Electricity, gas, steam and air conditioning supply",2025-08,165525.7
Extraction of crude petroleum and natural gas,2025-08,83718.7
Manufacture of basic metals,2025-08,27472.3
Manufacture of beverages,2025-08,137080.6
Manufacture of chemicals and chemical products,2025-08,27263.1
Manufacture of coke and refined petroleum products,2025-08,13144.6
Manufacture of dairy products,2025-08,49828.3
"Manufacture of fabricated metal products, except machinery and equipment",2025-08,2860.2
Manufacture of food products,2025-08,268033.7
Manufacture of furniture,2025-08,2026.2
"Manufacture of grain mill products, starches and starch products",2025-08,34090.6
Manufacture of leather and related products,2025-08,5398.8
Manufacture of other food products,2025-08,63320.6
Manufacture of other non-metallic mineral products,2025-08,113365.6
Manufacture of other transport equipment,2025-08,683.1
Manufacture of paper and paper products,2025-08,6899.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2025-08,8116.2
Manufacture of rubber and plastics products,2025-08,11458.1
Manufacture of textiles,2025-08,204177.3
Manufacture of tobacco products,2025-08,2994.6
Manufacture of wearing apparel,2025-08,26275.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2025-08,2588.8
Manufacturing,2025-08,888811.1
Mining and quarrying,2025-08,3772363.5
Mining of coal and lignite,2025-08,1203949.4
Mining of metal ores,2025-08,2387674.5
Mining support service activities,2025-08,34083.6
Other manufacturing,2025-08,23828.4
Other mining and quarrying,2025-08,62937.3
Printing and reproduction of recorded media,2025-08,5143.5
Processing and preserving of fruit and vegetables,2025-08,7495.5
Processing and preserving of meat,2025-08,113298.6
Remediation activities and other waste management services,2025-08,94.8
Total,2025-08,4849317.4
"Waste collection, treatment and disposal activities; materials recovery",2025-08,7573.6
"Water collection, treatment and supply",2025-08,14948.8
"Water supply; sewerage, waste management and remediation activities",2025-08,22617.2
"Electricity, gas, steam and air conditioning supply",2025-09,181026.9
"Electricity, gas, steam and air conditioning supply",2025-09,181026.9
Extraction of crude petroleum and natural gas,2025-09,75260.3
Manufacture of basic metals,2025-09,28030.9
Manufacture of beverages,2025-09,105972.7
Manufacture of chemicals and chemical products,2025-09,34863.9
Manufacture of coke and refined petroleum products,2025-09,15820.6
Manufacture of dairy products,2025-09,44573.0
"Manufacture of fabricated metal products, except machinery and equipment",2025-09,1313.1
Manufacture of food products,2025-09,352016.4
